name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
If You're Gone,Mad Season,Matchbox Twenty,2000-05-23,274933,64,0.544,0.427,0.544,0.659,1.33E-06,0.126,-7.191,0.0298,109.933,4
Something,Some Things,Lasgo,2001,220973,62,0.643,0.0271,0.643,0.981,8.93E-05,0.11,-6.644,0.0439,140.01,4
Get Ur Freak On,Miss E... So Addictive,Missy Elliott,2001-05-14,211120,67,0.797,0.533,0.797,0.75,0.108,0.095,-9.369,0.247,177.87,4
Eternity,Eternity/The Road To Mandalay,Robbie Williams,2001-01-01,302760,45,0.469,0.504,0.469,0.316,6.04E-06,0.0919,-8.106,0.0265,77.967,4
It's Over Now,Part III,112,2001,264933,59,0.66,0.0106,0.66,0.71,7.01E-06,0.0736,-4.541,0.0409,97.988,4
Again,Again,Lenny Kravitz,2000-01-01,231666,68,0.55,0.0148,0.55,0.804,4.33E-05,0.105,-5.218,0.0271,79.166,4
Point Of View - Radio Edit,Point Of View,DB Boulevard,2018-06-12,231166,50,0.676,0.00284,0.676,0.715,0.0746,0.0685,-6.854,0.0287,129.006,4
Perfect Gentleman,The Ecleftic -2 Sides II A Book,Wyclef Jean,2000-05-01,249840,53,0.826,0.19,0.826,0.803,0,0.27,-8.174,0.306,136.057,4
Stranger in My House,A Nu Day,Tamia,2000-10-01,285386,45,0.676,0.103,0.676,0.601,0,0.147,-4.905,0.0297,119.94,4
Crazy,00s R&B,Various Artists,2019-05-17,260266,42,0.677,0.0979,0.677,0.647,0,0.554,-4.398,0.0259,116.126,4
21 Seconds,They Don't Know,So Solid Crew,2001-11-19,302826,49,0.607,0.0191,0.607,0.637,0,0.124,-11.072,0.241,137.03,4
Touch Me (Radio Edit) [feat. Cassandra],Kismet Records Presents Touch Me (feat. Cassandra),Rui Da Silva,2001,213133,54,0.464,0.124,0.464,0.922,0.227,0.0546,-8.399,0.0638,129.078,4
Differences,The Life,Ginuwine,2001-04-03,265533,67,0.562,0.318,0.562,0.594,0,0.311,-4.578,0.0558,62.876,4
One More Time,Discovery,Daft Punk,2001-03-07,320357,74,0.611,0.0193,0.611,0.697,0,0.332,-8.618,0.133,122.752,4
Peaches & Cream,Part III,112,2001,193093,62,0.677,0.00277,0.677,0.52,0,0.0532,-6.255,0.334,203.862,4
Stutter (feat. Mystikal) - Double Take Remix,My Name Is Joe,Joe,2000-04-18,213026,55,0.767,0.0513,0.767,0.759,0,0.31,-6.516,0.117,89.989,4
Ms. Jackson,Stankonia,Outkast,2000-10-31,270506,79,0.843,0.143,0.843,0.806,0,0.0771,-5.946,0.269,94.948,4
Starlight (Radio Edit),Starlight - EP,The Supermen Lovers,2001-01-01,234400,60,0.739,0.000426,0.739,0.679,0.0187,0.389,-5.079,0.0374,127.489,4
Superman (It's Not Easy),America Town,Five For Fighting,2000-09-26,221693,68,0.382,0.0733,0.382,0.416,0,0.0719,-9.303,0.0302,102.089,4
One Minute Man (feat. Ludacris),Miss E... So Addictive,Missy Elliott,2001-05-14,252986,56,0.622,0.0266,0.622,0.669,2.97E-06,0.152,-8.419,0.329,93.839,4
How You Remind Me,Silver Side Up,Nickelback,2001-09-11,223840,77,0.446,0.00135,0.446,0.764,0,0.099,-5.042,0.033,172.094,4
Izzo (H.O.V.A.),The Blueprint (Explicit Version),JAY-Z,2001-09-11,240626,58,0.618,0.0178,0.618,0.844,0.000126,0.0634,-4.051,0.342,84.411,4
Promise,J.E. Heartbreak,Jagged Edge,2000-01-18,246720,57,0.751,0.136,0.751,0.568,0,0.0288,-5.431,0.0872,128.002,4
Jaded,Just Push Play,Aerosmith,2001-03-05,214333,60,0.517,0.005,0.517,0.89,1.47E-05,0.0824,-4.033,0.0539,118.009,4
Dilemma,Nellyville,Nelly,2002-06-25,289160,77,0.727,0.227,0.727,0.552,0.000164,0.198,-8.074,0.14,168.189,4
How You Remind Me,Silver Side Up,Nickelback,2001-09-11,223840,77,0.446,0.00135,0.446,0.764,0,0.099,-5.042,0.033,172.094,4
World of Our Own,World of Our Own (Expanded Edition),Westlife,2001-11-12,211413,65,0.707,0.0163,0.707,0.761,0,0.0627,-4.635,0.0341,97.003,4
The Tide Is High - Radio Mix,Feels So Good,Atomic Kitten,2002-01-01,206093,63,0.783,0.0209,0.783,0.649,0.00482,0.067,-4.127,0.0322,103.997,4
Wherever You Will Go,Camino Palmero,The Calling,2001,208600,72,0.558,0.0367,0.558,0.719,0,0.115,-5.113,0.0267,112.027,4
"Whenever, Wherever",Laundry Service,Shakira,2001-11-13,196160,73,0.793,0.236,0.793,0.832,1.12E-05,0.202,-4.862,0.0406,107.661,4
Dirrty (feat. Redman),Stripped,Christina Aguilera,2002-07-19,298853,68,0.64,0.107,0.64,0.889,0,0.339,-3.073,0.322,99.931,4
Heaven,Heaven,DJ Sammy,2002-02-26,233600,63,0.571,0.0011,0.571,0.953,0.000606,0.226,-5.601,0.0548,137.965,4
Foolish,Ashanti,Ashanti,2002-01-01,227386,70,0.665,0.347,0.665,0.695,0,0.106,-5.763,0.0532,90.119,4
Family Affair,No More Drama,Mary J. Blige,2001-01-01,265866,70,0.911,0.132,0.911,0.551,4.12E-05,0.0863,-3.75,0.0449,92.887,4
A Thousand Miles,Be Not Nobody,Vanessa Carlton,2002-04-30,237493,74,0.56,0.323,0.56,0.825,0,0.161,-3.862,0.0379,94.931,4
Complicated,Let Go,Avril Lavigne,2002-06-04,244506,77,0.585,0.0572,0.585,0.776,7.74E-06,0.3,-5.898,0.0459,77.987,4
Spinning Around,Light Years,Kylie Minogue,2000-09-25,207866,56,0.761,0.292,0.761,0.662,6.19E-05,0.0956,-7.645,0.0548,120.043,4
Escape,Escape,Enrique Iglesias,2001-01-01,208626,56,0.776,0.0277,0.776,0.844,0.000244,0.135,-5.305,0.0297,125.972,4
Colourblind,Dive In,Darius,2002,215293,52,0.737,0.038,0.737,0.652,0,0.0699,-4.393,0.0335,108.175,4
One Love,One Love,Blue,2002,207186,58,0.683,0.0243,0.683,0.722,4.20E-05,0.35,-4.039,0.0358,95.012,4
Hot In Herre,Nellyville,Nelly,2002-06-25,228240,71,0.956,0.206,0.956,0.745,0,0.0615,-4.753,0.12,107.075,4
Murder On The Dancefloor,Read My Lips,Sophie Ellis-Bextor,2002-01-01,230013,60,0.734,0.00312,0.734,0.848,1.16E-05,0.313,-5.285,0.0309,117.31,4
Sk8er Boi,Let Go,Avril Lavigne,2002-06-04,204000,75,0.487,6.79E-05,0.487,0.9,0,0.358,-4.417,0.0482,149.937,4
Just Like a Pill,M!ssundaztood (Expanded Edition),P!nk,2001,236600,65,0.689,8.85E-05,0.689,0.774,0,0.0941,-4.528,0.0278,102.052,4
Love at First Sight,Fever,Kylie Minogue,2001-10-01,238266,55,0.603,0.0288,0.603,0.774,0.051,0.0533,-6.066,0.0428,124.994,4
Girlfriend,Celebrity,*NSYNC,2001-07-24,253600,50,0.745,0.0887,0.745,0.807,1.49E-05,0.0283,-5.191,0.0884,93.967,4
Just A Little,Dirty Cash,Liberty X,2019-07-30,237359,40,0.786,0.00616,0.786,0.614,0,0.049,-6.554,0.0574,103.887,4
Hero,Escape,Enrique Iglesias,2001-01-01,264240,68,0.346,0.136,0.346,0.641,8.40E-06,0.108,-5.627,0.0504,77.281,4
Like I Love You,Justified,Justin Timberlake,2002-11-04,283626,62,0.853,0.0439,0.853,0.811,0.000307,0.0703,-4.927,0.0646,114.964,4
Kiss Kiss,Footprints,Holly Valance,2002-01-01,204400,52,0.705,0.00369,0.705,0.717,0.461,0.0701,-4.944,0.125,97.036,4
Overprotected - Radio Edit,Britney (Digital Deluxe Version),Britney Spears,2001-10-31,198600,61,0.682,0.0381,0.682,0.894,0,0.416,-1.73,0.0727,95.992,4
Anyone Of Us (Stupid Mistake),What My Heart Wants To Say,Gareth Gates,2003-06-02,227866,56,0.701,0.285,0.701,0.718,0,0.0845,-6.061,0.0261,106.988,4
Can't Get You out of My Head,Fever,Kylie Minogue,2001-10-01,230640,72,0.766,0.0263,0.766,0.563,0.683,0.115,-7.516,0.0339,126.007,4
Get the Party Started,M!ssundaztood (Expanded Edition),P!nk,2001,192533,66,0.802,0.00108,0.802,0.904,0,0.173,-3.267,0.0459,128.931,4
If You're Not The One,Gotta Get Thru This,Daniel Bedingfield,2002,257026,58,0.688,0.504,0.688,0.538,0,0.111,-7.608,0.0292,119.998,4
Evergreen,From Now On,Will Young,2002-10-07,253000,51,0.596,0.33,0.596,0.561,0,0.0922,-8.452,0.0305,133.969,4
When You Look At Me - Radio Edit,Christina Milian,Christina Milian,2001,222546,57,0.955,0.0934,0.955,0.839,0.000175,0.099,-3.399,0.127,108.955,4
Born to Try,Innocent Eyes,Delta Goodrem,2003-03-21,251280,53,0.542,0.246,0.542,0.589,0,0.188,-6.813,0.0284,133.838,4
Underneath Your Clothes,Laundry Service,Shakira,2001-11-13,224066,65,0.616,0.686,0.616,0.597,0,0.104,-5.328,0.0415,165.508,4
Always On Time,Pain Is Love,Ja Rule,2001-01-01,245133,71,0.839,0.208,0.839,0.706,0,0.242,-6.104,0.199,96.673,4
"I'm Not a Girl, Not Yet a Woman",Britney (Digital Deluxe Version),Britney Spears,2001-10-31,231066,59,0.534,0.579,0.534,0.543,0,0.112,-6.857,0.0245,78.996,4
Gotta Get Thru This - D'N'D Radio Edit,Gotta Get Thru This,Daniel Bedingfield,2002,161240,56,0.838,0.0862,0.838,0.764,0.000122,0.0906,-5.076,0.0586,133.592,4
A Moment Like This,Thankful,Kelly Clarkson,2003-09-29,228266,51,0.414,0.167,0.414,0.574,0,0.115,-3.884,0.0304,71.796,4
A New Day Has Come - Radio Remix,A New Day Has Come,Céline Dion,2001-01-01,259773,57,0.574,0.0826,0.574,0.691,1.65E-05,0.149,-5.103,0.035,91.969,4
Round Round,Angels With Dirty Faces,Sugababes,2002-01-01,236426,56,0.74,0.00287,0.74,0.845,6.23E-06,0.115,-3.802,0.0338,126.607,4
I'm Gonna Be Alright (feat. Nas),This Is Me...Then,Jennifer Lopez,2002,172240,48,0.718,0.106,0.718,0.69,0,0.271,-4.382,0.265,93.401,4
What I Go To School For,Busted,Busted,2002-01-01,210066,53,0.554,0.000225,0.554,0.881,2.94E-05,0.114,-6.463,0.0292,107.023,4
If Tomorrow Never Comes,Destination,Ronan Keating,2002-01-01,214306,62,0.555,0.333,0.555,0.496,0,0.0956,-6.136,0.028,79.01,4
U Got It Bad,8701,Usher,2001-08-07,247840,68,0.816,0.0227,0.816,0.5,1.53E-06,0.0733,-4.551,0.03,124.037,4
Rock The Boat,Thug Life Ladies,Various Artists,2019-08-08,275026,49,0.641,0.0688,0.641,0.72,0.00286,0.193,-5.209,0.0336,92.988,4
Don't Let Me Get Me - Radio Edit,M!ssundaztood (Expanded Edition),P!nk,2001,210693,60,0.621,0.00234,0.621,0.849,0,0.0621,-4.754,0.0771,98.523,4
Down 4 U,Irv Gotti Presents... The Inc.,Various Artists,2002-01-01,318213,46,0.64,0.252,0.64,0.59,0,0.665,-7.442,0.32,83.133,4
Hey Baby,Rock Steady,No Doubt,2001-12-11,207040,50,0.705,0.0602,0.705,0.872,0,0.228,-3.557,0.125,93.63,4
In Your Eyes,Fever,Kylie Minogue,2001-10-01,197826,60,0.689,0.133,0.689,0.894,4.72E-05,0.0681,-6.342,0.0672,123.971,4
The World's Greatest,Proud,Various Artists,2012-07-20,277653,50,0.665,0.213,0.665,0.579,0,0.0468,-7.333,0.033,96.035,4
I Need a Girl (Pt. 1) [feat. Usher & Loon],R&B Hits,Various Artists,2005-10-04,268800,63,0.66,0.397,0.66,0.707,0,0.211,-5.758,0.208,89.279,4
What's Luv? (feat. Ja-Rule & Ashanti),Jealous Ones Still Envy (J.O.S.E),Fat Joe,2001-12-04,267093,71,0.835,0.0219,0.835,0.707,2.19E-05,0.108,-5.074,0.0598,93.955,4
Caught in the Middle,Make It Good,A1,2001,206466,51,0.519,0.0524,0.519,0.874,0,0.243,-5.122,0.034,96.072,4
Landslide,Home,The Chicks,2002-08-27,230549,67,0.571,0.534,0.571,0.438,1.56E-05,0.187,-7.007,0.0279,145.948,4
Work It,Under Construction,Missy Elliott,2002-11-11,263226,68,0.884,0.0778,0.884,0.677,0,0.0732,-5.603,0.283,101.868,4
Crossroads - Radio Edit,The Best of Blazin' Squad,Blazin' Squad,2012-10-22,188693,41,0.661,0.109,0.661,0.746,0,0.325,-5.153,0.042,144.188,4
Happy,Ashanti,Ashanti,2002-01-01,262226,62,0.727,0.241,0.727,0.515,3.74E-06,0.124,-6.553,0.0289,89.488,4
Nu Flow,Nu Flow,Big Brovaz,2001-01-01,201480,44,0.783,0.0903,0.783,0.726,2.53E-06,0.363,-8.718,0.106,148.062,4
Just a Friend 2002 - Radio Edit,Mario,Mario,2002-07-22,214200,59,0.538,0.00541,0.538,0.677,0,0.236,-6.099,0.187,132.346,5
Full Moon,Full Moon,Brandy,2002-02-25,248933,54,0.611,0.372,0.611,0.654,0.00432,0.0926,-4.823,0.139,105.922,4
The Ketchup Song (Aserejé) - Spanglish Version,Hijas del Tomate,Las Ketchup,2002,213973,64,0.607,0.0193,0.607,0.923,1.10E-06,0.0924,-6.777,0.0948,184.819,4
Caramel,Cool - R&B,Various Artists,2009-01-01,208840,35,0.806,0.343,0.806,0.608,0.0002,0.193,-9.775,0.324,93.065,4
Gangsta Lovin',Eve-Olution,Eve,2002-01-01,239266,57,0.723,0.0619,0.723,0.84,0,0.0945,-3.523,0.0608,94.332,4
Freak Like Me,Angels With Dirty Faces,Sugababes,2002-01-01,195866,42,0.517,0.0996,0.517,0.919,1.81E-06,0.557,-3.451,0.0925,91.868,4
All You Wanted,The Spirit Room,Michelle Branch,2001-07-31,217680,59,0.499,0.00466,0.499,0.72,0.00303,0.122,-9.101,0.0286,96.103,4
"My Neck, My Back (Lick It)",Thug Misses (Digitally Remastered),Khia,2015-05-05,222560,59,0.859,0.0296,0.859,0.625,0,0.0537,-4.234,0.13,102.072,4
What About Us?,Full Moon,Brandy,2002-02-25,253200,42,0.686,0.263,0.686,0.698,0,0.39,-2.942,0.223,93.118,4
Somethin' Stupid,Swing When You're Winning,Robbie Williams,2001-11-19,170493,65,0.654,0.429,0.654,0.515,5.62E-06,0.174,-12.185,0.0261,106.191,4
Gimme the Light,Dutty Rock,Sean Paul,2002-11-12,228000,58,0.778,0.141,0.778,0.761,4.61E-05,0.0441,-5.529,0.0525,107.288,4
Rainy Dayz,No More Drama,Mary J. Blige,2001-08-28,276373,40,0.412,0.195,0.412,0.667,0,0.305,-6.997,0.229,68.942,3
More Than A Woman,I Care 4 U,Aaliyah,2002,230346,42,0.646,0.0556,0.646,0.638,0.0014,0.182,-5.803,0.0787,86.994,4
The Logical Song,20 Years of Hardcore (Remastered),Scooter,2013-10-11,234116,40,0.527,0.00112,0.527,0.933,0.0362,0.425,-6.277,0.0382,144.043,4
Soak Up The Sun,"C'mon, C'mon",Sheryl Crow,2002-04-08,292133,48,0.711,0.0378,0.711,0.735,0,0.107,-5.026,0.0432,119.974,4
Unchained Melody,What My Heart Wants To Say,Gareth Gates,2003-06-02,233666,37,0.368,0.255,0.368,0.426,5.39E-06,0.108,-8.049,0.0277,106.52,3
Hands Clean,Under Rug Swept,Alanis Morissette,2002-02-25,269400,54,0.513,0.00192,0.513,0.82,2.83E-06,0.504,-5.428,0.0299,99.952,4
Handbags And Gladrags,Just Enough Education To Perform,Stereophonics,2001-01-01,277386,60,0.328,0.0286,0.328,0.726,0.000643,0.167,-3.935,0.0312,134.639,4
Luv U Better,10,LL Cool J,2002-10-08,287000,52,0.668,0.232,0.668,0.806,0,0.18,-3.9,0.239,95.022,4
I Know What You Want (feat. Flipmode Squad),It Ain't Safe No More. . .,Busta Rhymes,2002-11-26,324306,67,0.648,0.0142,0.648,0.759,0,0.648,-4.315,0.306,85.996,4
Baby,Ashanti,Ashanti,2002-01-01,265706,55,0.567,0.0084,0.567,0.58,5.37E-06,0.0342,-5.757,0.223,157.596,4
U Don't Have to Call,8701,Usher,2001-08-07,269400,57,0.793,0.0478,0.793,0.568,3.57E-05,0.0304,-4.958,0.0459,100.005,4
If I Could Go! (feat. Lil' Mo & Sacario),Hip-Hop History,Various Artists,2019-04-19,244466,44,0.583,0.171,0.583,0.643,0,0.0395,-7.486,0.355,195.685,4
Underneath It All,Rock Steady,No Doubt,2001-12-11,302720,53,0.729,0.232,0.729,0.731,1.57E-06,0.391,-4.822,0.0684,138.202,4
Don't Know Why,Come Away With Me (Deluxe Edition),Norah Jones,2002-02-22,186160,60,0.739,0.877,0.739,0.199,1.23E-05,0.0591,-11.763,0.028,88.466,4
Uh Huh,B2K,B2K,2002,223293,46,0.855,0.0881,0.855,0.681,3.70E-06,0.0592,-4.955,0.0688,99.699,4
4 My People (feat. Eve),Miss E... So Addictive,Missy Elliott,2001-05-14,289373,46,0.969,0.14,0.969,0.701,0.00161,0.201,-7.503,0.156,121.392,4
I Love You,Faithfully,Faith Evans,2001,267160,51,0.489,0.00981,0.489,0.757,0,0.234,-4.062,0.0926,168.004,4
Little By Little,Heathen Chemistry,Oasis,2002,292866,19,0.41,0.0344,0.41,0.64,0.00525,0.115,-4.974,0.0271,145.848,4
Clocks,A Rush of Blood to the Head,Coldplay,2002-08-08,307879,75,0.577,0.599,0.577,0.749,0.0115,0.183,-7.215,0.0279,130.97,4
Nessaja,20 Years of Hardcore (Remastered),Scooter,2013-10-11,208449,45,0.486,0.000748,0.486,0.904,0.0984,0.187,-6.642,0.0364,143.048,4
Oops (Oh My) [feat. Missy Elliott],Southern Hummingbird,Tweet,2002-04-02,237800,60,0.66,0.233,0.66,0.536,0.00669,0.111,-8.786,0.29,159.963,4
Without Me,The Eminem Show,Eminem,2002-05-26,290320,81,0.908,0.00286,0.908,0.669,0,0.237,-2.827,0.0738,112.238,4
No Such Thing,Room For Squares,John Mayer,2001-08-16,231466,63,0.668,0.0383,0.668,0.739,0,0.13,-4.919,0.0308,131.918,4
A Little Less Conversation - JXL Radio Edit Remix,A Little Less Conversation: Elvis vs JXL,Elvis Presley,2002-08-01,211506,61,0.597,0.000385,0.597,0.97,0.205,0.133,-5.972,0.0502,114.999,4
Hey Ma,Come Home With Me,Cam’ron,2002-01-01,220960,56,0.783,0.0321,0.783,0.67,2.34E-06,0.362,-5.049,0.372,90.359,4
Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix,Genesis,Busta Rhymes,2001-11-07,238600,50,0.697,0.0844,0.697,0.793,0,0.0619,-4.699,0.323,89.767,4
A Woman's Worth,Songs In A Minor (Expanded Edition),Alicia Keys,2001-06-26,303333,55,0.667,0.331,0.667,0.41,0,0.064,-8.323,0.138,75.069,4
We Thuggin' (feat. R. Kelly),Jealous Ones Still Envy (J.O.S.E),Fat Joe,2001-12-04,213533,35,0.896,0.177,0.896,0.649,0,0.0759,-3.792,0.208,99.107,4
Cleanin' Out My Closet,The Eminem Show,Eminem,2002-05-26,297840,69,0.908,0.0687,0.908,0.758,0,0.0783,-4.753,0.174,148.015,4
Addictive,Truthfully Speaking,Truth Hurts,2002-01-01,226440,52,0.701,0.0737,0.701,0.677,0.000162,0.187,-6.591,0.147,99.271,4
In Da Club,Get Rich Or Die Tryin',50 Cent,2003-02-06,193466,77,0.899,0.255,0.899,0.713,0,0.0708,-2.752,0.366,90.051,4
Get Busy,Dutty Rock,Sean Paul,2002-11-12,211666,72,0.735,0.615,0.735,0.824,0,0.158,-4.143,0.036,100.202,4
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,This Is Me...Then,Jennifer Lopez,2002,187840,66,0.845,0.00733,0.845,0.768,5.04E-06,0.0575,-5.448,0.188,100,4
Crazy In Love (feat. Jay-Z),Dangerously In Love,Beyoncé,2003-06-24,236133,75,0.646,0.00249,0.646,0.77,0,0.0715,-6.596,0.226,99.165,4
Superstar,Thank You,Jamelia,2003-06-30,215480,68,0.801,0.0457,0.801,0.645,0,0.0357,-6.93,0.0356,110.01,4
Where Is The Love?,Elephunk,Black Eyed Peas,2003-01-01,272533,74,0.835,0.101,0.835,0.687,0,0.132,-3.18,0.184,94.059,4
Rock Your Body,Justified,Justin Timberlake,2002-11-04,267266,74,0.892,0.201,0.892,0.714,0.000234,0.0521,-6.055,0.141,100.972,4
Bring Me To Life,Fallen,Evanescence,2003-03-04,235893,78,0.331,0.00721,0.331,0.943,2.06E-06,0.242,-3.188,0.0698,94.612,4
Beautiful,Stripped,Christina Aguilera,2002-07-19,238560,70,0.456,0.578,0.456,0.573,3.05E-06,0.114,-3.866,0.0275,76.19,4
Since U Been Gone,Breakaway,Kelly Clarkson,2004,188960,68,0.662,0.00206,0.662,0.739,0.0603,0.113,-5.354,0.0322,130.999,4
Baby Boy (feat. Sean Paul),Dangerously In Love,Beyoncé,2003-06-24,244826,64,0.655,0.0825,0.655,0.488,1.16E-06,0.221,-9.17,0.22,91.025,4
All I Have (feat. LL Cool J),This Is Me...Then,Jennifer Lopez,2002,254466,58,0.701,0.271,0.701,0.669,0,0.158,-5.265,0.107,83.066,4
"Bump, Bump, Bump (feat. P. Diddy)",Pandemonium!,B2K,2003-03-06,282773,58,0.835,0.1,0.835,0.68,0,0.049,-6.02,0.21,95.508,4
Into You (feat. Tamia),Street Dreams (Bonus Track),Fabolous,2003-02-01,295773,66,0.546,0.233,0.546,0.538,0,0.118,-7.886,0.0523,182.12,4
Mesmerize,The Last Temptation,Ja Rule,2002-01-01,278693,60,0.769,0.0566,0.769,0.646,0,0.406,-6.653,0.199,90.079,4
03' Bonnie & Clyde,The Blueprint 2 The Gift & The Curse,JAY-Z,2002-11-12,205560,64,0.759,0.23,0.759,0.678,0,0.15,-5.148,0.314,89.64,4
21 Questions,Get Rich Or Die Tryin',50 Cent,2003-02-06,224440,70,0.646,0.349,0.646,0.813,9.37E-05,0.0427,-3.846,0.299,92.729,4
Ignition - Remix,Chocolate Factory,R. Kelly,2003,186066,69,0.795,0.061,0.795,0.523,0,0.0914,-7.165,0.0423,133.024,4
Cry Me a River,Justified,Justin Timberlake,2002-11-04,288333,73,0.624,0.577,0.624,0.654,0,0.104,-6.582,0.183,73.898,4
Rock Wit U (Awww Baby),Chapter II,Ashanti,2003-01-01,209120,64,0.71,0.408,0.71,0.797,0,0.16,-3.006,0.0582,94.998,4
Can't Hold Us Down (feat. Lil' Kim),Stripped,Christina Aguilera,2002-07-19,255266,61,0.859,0.0326,0.859,0.658,0.00181,0.0651,-4.481,0.192,98.989,4
Pretty Green Eyes - Radio Edit,Pretty Green Eyes (Remixes),Ultrabeat,2003-08-04,201920,59,0.553,0.212,0.553,0.775,0,0.0728,-10.284,0.043,139.993,4
Shut Up,Elephunk,Black Eyed Peas,2003-01-01,296186,60,0.81,0.0637,0.81,0.714,0,0.237,-3.966,0.243,112.968,4
Be Faithful,Hip To The Hop: 30th Anniversary Of Hip Hop Hip To Da Hop (International Version),Various Artists,2009-01-01,164506,45,0.649,0.000787,0.649,0.713,0,0.318,-6.488,0.295,101.129,4
P.I.M.P.,Get Rich Or Die Tryin',50 Cent,2003-02-06,249480,74,0.712,0.0521,0.712,0.772,4.35E-06,0.0368,-3.024,0.346,84.722,4
Work It,Under Construction,Missy Elliott,2002-11-11,263226,68,0.884,0.0778,0.884,0.677,0,0.0732,-5.603,0.283,101.868,4
U Make Me Wanna - Radio Edit,U Make Me Wanna,Blue,2003-01-01,222400,47,0.6,0.325,0.6,0.736,0,0.137,-6.228,0.0329,158.108,4
I Know What You Want (feat. Flipmode Squad),It Ain't Safe No More. . .,Busta Rhymes,2002-11-26,324306,67,0.648,0.0142,0.648,0.759,0,0.648,-4.315,0.306,85.996,4
Fighter,Stripped,Christina Aguilera,2002-07-19,245960,67,0.435,0.235,0.435,0.92,0.000353,0.552,-1.357,0.201,188.899,4
Me Against the Music (feat. Madonna) - LP Version / Video Mix,In The Zone,Britney Spears,2003-11-13,223773,60,0.804,0.32,0.804,0.836,0,0.213,-6.635,0.089,120.046,4
"Never Leave You (Uh Oooh, Uh Oooh)",Almost Famous,Lumidee,2003-01-01,184906,58,0.811,0.0391,0.811,0.657,0.712,0.0798,-6.197,0.362,199.958,4
Year 3000,Busted,Busted,2002-01-01,196200,62,0.592,0.000219,0.592,0.842,0,0.0934,-6.681,0.0353,107.015,4
Shake Ya Tailfeather (feat. P. Diddy & Murphy Lee) - 2016 Remaster,Bad Boy 20th Anniversary Box Set Edition,Various Artists,2016-08-12,293666,52,0.662,0.176,0.662,0.808,0,0.169,-4.749,0.271,87.644,4
Rain On Me,Chapter II,Ashanti,2003-01-01,297960,51,0.606,0.343,0.606,0.699,1.89E-06,0.0757,-3.103,0.0337,83.701,4
No Letting Go,No Holding Back,Wayne Wonder,2003,202013,61,0.495,0.0479,0.495,0.819,0.000215,0.177,-5.656,0.0444,100.213,4
Stole,Simply Deep,Kelly Rowland,2002-10-22,249293,51,0.649,0.00676,0.649,0.718,4.26E-06,0.174,-4.984,0.0594,79.993,4
Sound Of The Underground,Sound Of The Underground,Girls Aloud,2003-01-01,221426,55,0.568,0.00344,0.568,0.867,4.67E-05,0.328,-5.861,0.0365,163.944,4
Suga Suga,Tha Smokin' Nephew,Baby Bash,2003-01-01,239026,74,0.662,0.688,0.662,0.748,8.43E-06,0.0841,-3.041,0.268,82.331,4
Beautiful,The Best Of Snoop Dogg,Snoop Dogg,2005-01-01,299146,63,0.893,0.299,0.893,0.74,0,0.0881,-4.936,0.132,101.025,4
Excuse Me Miss,The Blueprint 2 The Gift & The Curse,JAY-Z,2002-11-12,281240,55,0.714,0.0305,0.714,0.862,0,0.0884,-5.531,0.286,92.849,4
Like Glue,Dutty Rock,Sean Paul,2002-11-12,232506,60,0.757,0.0811,0.757,0.78,0,0.113,-5.038,0.319,97.917,4
Scandalous - U.S. Radio Edit,Mis-Teeq,Mis-Teeq,2004-07-13,238840,56,0.734,0.0526,0.734,0.668,0,0.0925,-3.935,0.0349,99.971,4
Can't Let You Go (feat. Mike Shorey & Lil' Mo),Street Dreams (Bonus Track),Fabolous,2003-02-01,223973,61,0.646,0.231,0.646,0.6,0,0.0794,-6.569,0.458,192.082,4
My Love Is Like...Wo - Main Mix/Album Version,Moodring,Mýa,2003-01-01,209533,44,0.831,0.194,0.831,0.695,1.24E-05,0.309,-6.491,0.109,132.817,4
Hole In The Head,Three,Sugababes,2003-01-01,218173,52,0.785,0.0303,0.785,0.933,0,0.137,-4.629,0.0309,125.011,4
Jump,Sound Of The Underground,Girls Aloud,2003-01-01,220360,55,0.658,0.00189,0.658,0.826,0.00275,0.0492,-6.031,0.0346,134.465,4
Sweet Dreams My LA Ex - Radio Edit,Funky Dory,Rachel Stevens,2003-01-01,208386,34,0.85,0.0733,0.85,0.862,0.00144,0.0936,-3.587,0.138,130.036,4
All The Things She Said,2000 hits,Various Artists,2020-06-12,214760,38,0.601,0.0541,0.601,0.856,0.0284,0.104,-5.293,0.0398,89.983,4
The Way You Move (feat. Sleepy Brown),Speakerboxxx/The Love Below,Outkast,2003,234000,64,0.871,0.126,0.871,0.597,0.000113,0.0638,-4.932,0.0464,125.999,4
Frontin' (feat. Jay-Z) - Club Mix,The Neptunes Present... Clones,The Neptunes,2003-08-19,236506,63,0.894,0.453,0.894,0.404,1.57E-06,0.0801,-5.913,0.13,102.009,4
If You're Not The One,Gotta Get Thru This,Daniel Bedingfield,2002,257026,58,0.688,0.504,0.688,0.538,0,0.111,-7.608,0.0292,119.998,4
Right Thurr,Jackpot,Chingy,2003-01-01,250746,65,0.866,0.15,0.866,0.749,0,0.0614,-3.977,0.253,92.074,4
Miss Independent,Thankful,Kelly Clarkson,2003-09-29,214773,46,0.656,0.0769,0.656,0.615,0.000415,0.0706,-6.359,0.137,175.943,4
